sld,occurrence_count,words,word_count,length,vowels,consonants,vowel_percentage
freeappraisal,15526,"['free', 'appraisal']",2,13,6,7,46.15
best-hotels-marrakesh,15519,"['best', 'hotels', 'marrakesh']",3,21,6,15,28.57
floridabluemedicate,15516,"['florida', 'blue', 'medicate']",3,19,9,10,47.37
destinyislife,15516,"['destiny', 'life']",2,13,5,8,38.46
mandy-secrets,15516,"['mandy', 'secrets']",2,13,3,10,23.08
pinterestnine,15509,"['interest', 'nine']",2,13,5,8,38.46
easy-rencontres,15486,"['easy', 'ren', 'contre']",3,15,5,10,33.33
inherent-dikti,15471,"['inherent', 'dik']",2,14,5,9,35.71
inspiredcreativetech,15464,"['inspired', 'creative', 'tech']",3,20,8,12,40.0
inboxdelivered,15460,"['box', 'delivered']",2,14,6,8,42.86
bloomblogshop,15456,"['bloom', 'blog', 'shop']",3,13,4,9,30.77
netterfindeva,15450,"['net', 'ter', 'find', 'eva']",4,13,5,8,38.46
tamkeen-installment,15450,"['tam', 'keen', 'installment']",3,19,6,13,31.58
fa-takedrivers,15438,"['take', 'drivers']",2,14,5,9,35.71
ionianislandshotels,15435,"['ionian', 'islands', 'hotels']",3,19,8,11,42.11
your-sponsoring,15432,"['your', 'sponsoring']",2,15,5,10,33.33
webserverhost,15430,"['web', 'server', 'host']",3,13,4,9,30.77
gercop-extranet,15423,"['ger', 'cop', 'extra', 'net']",4,15,5,10,33.33
instantstreaming,15408,"['instant', 'streaming']",2,16,5,11,31.25
netsuperstore,15408,"['net', 'superstore']",2,13,5,8,38.46
download-servicemanual,15399,"['download', 'service', 'manual']",3,22,9,13,40.91
strato-editor-widget,15387,"['strato', 'editor', 'widget']",3,20,7,13,35.0
advocacytools,15368,"['advocacy', 'tools']",2,13,5,8,38.46
revenuecpmnetwork,15330,"['revenue', 'network']",2,17,6,11,35.29
mk-netzdienste,15323,"['net', 'die', 'nste']",3,14,4,10,28.57
turnkeycoachingsolutions,15321,"['turnkey', 'coaching', 'solutions']",3,24,9,15,37.5
hopliteindustries,15316,"['hoplite', 'industries']",2,17,7,10,41.18
chrysalis-its,15315,"['chrysalis', 'its']",2,13,3,10,23.08
beneficiarios,15303,"['bene', 'cia', 'rios']",3,13,7,6,53.85
grab-credit4u,15297,"['grab', 'credit']",2,13,4,9,30.77
appalachianwireless,15297,"['appalachian', 'wireless']",2,19,8,11,42.11
datingwebsite24,15294,"['dating', 'website']",2,15,5,10,33.33
downloadgratis,15292,"['download', 'gratis']",2,14,5,9,35.71
xn--d1abbmkhk2b2a,15287,['abb'],1,17,2,15,11.76
coloringpages24x7,15264,"['coloring', 'pages']",2,17,5,12,29.41
cotedazur-hotels,15246,"['cote', 'azur', 'hotels']",3,16,6,10,37.5
enabledemployment,15216,"['enabled', 'employment']",2,17,6,11,35.29
idrettenonline,15213,"['dre', 'tten', 'online']",3,14,6,8,42.86
bangkoktophotels,15207,"['bangkok', 'top', 'hotels']",3,16,5,11,31.25
baoshiyanshuang,15195,"['bao', 'shi', 'yan', 'huang']",4,15,6,9,40.0
glytecsystems-dev,15189,"['gly', 'tec', 'systems', 'dev']",4,17,3,14,17.65
hotels-newdelhi,15183,"['hotels', 'new', 'delhi']",3,15,5,10,33.33
ereignis-werkstatt,15180,"['reign', 'statt']",2,18,6,12,33.33
speedtestcustom,15170,"['speed', 'test', 'custom']",3,15,5,10,33.33
nicolelombard,15147,"['nicole', 'lombard']",2,13,5,8,38.46
osservaprezzi,15144,"['serva', 'prez']",2,13,5,8,38.46
bankofamerica,15140,"['bank', 'america']",2,13,6,7,46.15
greenteksolutionsllc,15126,"['green', 'tek', 'solutions', 'llc']",4,20,7,13,35.0
time2jailbreak,15119,"['time', 'jailbreak']",2,14,6,8,42.86
clippingbrasil,15118,"['clipping', 'brasil']",2,14,4,10,28.57
robertstruckcenter,15117,"['robert', 'struck', 'center']",3,18,5,13,27.78
northislandnz,15108,"['north', 'island']",2,13,3,10,23.08
bridgeblogging,15106,"['bridge', 'blogging']",2,14,4,10,28.57
thinkcoarsely,15072,"['think', 'coarsely']",2,13,4,9,30.77
wrapupresources,15062,"['wrap', 'resources']",2,15,6,9,40.0
rustcheatcheck,15051,"['rust', 'cheat', 'check']",3,14,4,10,28.57
muabandoanhnghiep,15045,"['bando', 'ngh']",2,17,7,10,41.18
digitaltarget,15044,"['digital', 'target']",2,13,5,8,38.46
fuyingcaipiao14,15025,"['ying', 'ipia']",2,15,7,8,46.67
autodealersdir,15022,"['auto', 'dealers', 'dir']",3,14,7,7,50.0
ccf-logistics,15019,"['ccf', 'logistics']",2,13,3,10,23.08
dcikson-lreoy,15016,"['cik', 'son']",2,13,4,9,30.77
fort-worth-metropolitan-area,15009,"['fort', 'worth', 'metropolitan', 'area']",4,28,10,18,35.71
bodybuildingbolt,15001,"['bodybuilding', 'bolt']",2,16,5,11,31.25
bahnhofs-apotheke,15000,"['bahnhof', 'apo', 'the']",3,17,6,11,35.29
dodchristiansoldiers,14997,"['dod', 'christian', 'soldiers']",3,20,7,13,35.0
suprremeinfotech,14994,"['upr', 'info', 'tech']",3,16,6,10,37.5
panhandle-florida,14982,"['panhandle', 'florida']",2,17,6,11,35.29
venetohotelsweb,14979,"['veneto', 'hotels', 'web']",3,15,6,9,40.0
bestkualalumpurhotels,14970,"['best', 'kuala', 'lumpur', 'hotels']",4,21,8,13,38.1
ooo-medexpress,14967,"['ooo', 'med', 'express']",3,14,6,8,42.86
inabapyonpyon,14964,"['bap', 'yon']",2,13,5,8,38.46
avalon-company,14953,"['avalon', 'company']",2,14,5,9,35.71
integritywokforce,14949,"['integrity', 'wok', 'force']",3,17,6,11,35.29
residentservice,14930,"['resident', 'service']",2,15,6,9,40.0
academiasocial,14917,"['academia', 'social']",2,14,8,6,57.14
radiointegracao,14916,"['radio', 'gra', 'cao']",3,15,8,7,53.33
carros-baratos,14910,"['car', 'ros', 'bara']",3,14,5,9,35.71
musicasromanticas,14901,"['music', 'romantic']",2,17,7,10,41.18
cristianoliveira,14899,"['cristian', 'oliveira']",2,16,8,8,50.0
novotel-events,14898,"['novo', 'tel', 'events']",3,14,5,9,35.71
ken-tennwireless,14891,"['ken', 'tenn', 'wireless']",3,16,5,11,31.25
criarlojavirtual,14889,"['cri', 'arlo', 'virtual']",3,16,7,9,43.75
fireinformatica,14889,"['fire', 'format', 'ica']",3,15,7,8,46.67
criativamente,14888,"['cri', 'men']",2,13,6,7,46.15
jornadadosucesso,14886,"['jorn', 'dado', 'sucess']",3,16,7,9,43.75
amazonvillage,14885,"['amazon', 'village']",2,13,6,7,46.15
fashionsummer,14885,"['fashion', 'summer']",2,13,5,8,38.46
ceramicauniao,14877,"['ceramic', 'uni']",2,13,8,5,61.54
securevetsource,14877,"['secure', 'vet', 'source']",3,15,7,8,46.67
melhor-oferta,14876,"['mel', 'hor', 'ert']",3,13,5,8,38.46
gabrielcarvalho,14875,"['gabriel', 'carvalho']",2,15,6,9,40.0
clienteseguro,14875,"['client', 'ese', 'guro']",3,13,6,7,46.15
tecnologiarfid,14874,"['tecnol', 'ogi', 'rfid']",3,14,6,8,42.86
radionordeste,14873,"['radio', 'nord', 'este']",3,13,6,7,46.15
guiacondominios,14873,"['guia', 'condom', 'ios']",3,15,8,7,53.33
produtonacional,14872,"['pro', 'nacional']",2,15,7,8,46.67
gustavomoraes,14870,"['gustavo', 'moraes']",2,13,6,7,46.15
mundodocelular,14870,"['mundo', 'lula']",2,14,6,8,42.86
siteoficial-br,14869,"['site', 'oficial']",2,14,6,8,42.86
unimedempresarial,14868,"['uni', 'mede', 'res', 'arial']",4,17,8,9,47.06
suaescolhacerta,14868,"['uae', 'col', 'hace', 'rta']",4,15,7,8,46.67
camilaeleandro,14866,"['cami', 'lae', 'leandro']",3,14,7,7,50.0
seducaomodaintima,14864,"['edu', 'cao', 'moda', 'tima']",4,17,9,8,52.94
clubedabeleza,14863,"['club', 'eda', 'lez']",3,13,6,7,46.15
meucurso-online,14863,"['cur', 'online']",2,15,7,8,46.67
menteblindada,14862,"['men', 'blind', 'ada']",3,13,5,8,38.46
trainingacademia,14861,"['training', 'academia']",2,16,8,8,50.0
gigaeletronicos,14859,"['giga', 'ele', 'tronic']",3,15,7,8,46.67
angelovirgilio,14859,"['angelo', 'virgilio']",2,14,7,7,50.0
crescaeapareca,14859,"['cresc', 'are']",2,14,7,7,50.0
agenciaradioweb,14859,"['agencia', 'radio', 'web']",3,15,8,7,53.33
laarquitetura,14858,"['quite', 'tura']",2,13,7,6,53.85
giovannisilva,14856,"['giovanni', 'silva']",2,13,6,7,46.15
anthonycaronia,14856,"['anthony', 'caron']",2,14,6,8,42.86
claudiaribeiro,14856,"['claudia', 'ribeiro']",2,14,8,6,57.14
hranitelnidobavki,14852,"['hra', 'nite', 'ido', 'bav']",4,17,7,10,41.18
endzonebrasil,14851,"['endzone', 'brasil']",2,13,5,8,38.46
alfacorporate,14850,"['alfa', 'corporate']",2,13,6,7,46.15
lucasenatalia,14850,"['lucas', 'natalia']",2,13,7,6,53.85
ricardopinheiro,14850,"['ricardo', 'pinheiro']",2,15,7,8,46.67
cotacaodeseguros,14850,"['taca', 'ode', 'seguros']",3,16,8,8,50.0
harmoniafestas,14850,"['harmonia', 'fest']",2,14,6,8,42.86
mensagemdodia,14847,"['mensa', 'gem', 'dia']",3,13,6,7,46.15
si-informatica,14847,"['format', 'ica']",2,14,6,8,42.86
aventurabrasil,14845,"['aventura', 'brasil']",2,14,6,8,42.86
fernandaemarcos,14845,"['fernanda', 'marcos']",2,15,6,9,40.0
restaurantwebexpert,14844,"['restaurant', 'web', 'expert']",3,19,7,12,36.84
thiagoejessica,14844,"['thiago', 'jessica']",2,14,7,7,50.0
labinvestimentos,14844,"['lab', 'invest', 'men']",3,16,6,10,37.5
historiadafamilia,14844,"['historia', 'familia']",2,17,9,8,52.94
condominiovirtual,14844,"['condom', 'virtual']",2,17,8,9,47.06
magazinenunes,14844,"['magazine', 'nunes']",2,13,6,7,46.15
seocopywriting,14843,"['seo', 'copy', 'writing']",3,14,5,9,35.71
autoescolabrasil,14843,"['auto', 'escola', 'brasil']",3,16,8,8,50.0
maisconsultoria,14843,"['consul', 'tori']",2,15,7,8,46.67
profitsources,14842,"['profit', 'sources']",2,13,5,8,38.46
creativehtml5,14841,"['creative', 'html']",2,13,4,9,30.77
amadorascaseiras,14841,"['amadora', 'case', 'iras']",3,16,8,8,50.0
nataliaeleonardo,14841,"['natalia', 'leonardo']",2,16,9,7,56.25
breakawayidiomas,14841,"['breakaway', 'idiom']",2,16,8,8,50.0
acompanhantespoa,14841,"['com', 'panh', 'antes', 'poa']",4,16,7,9,43.75
igrejaluterana,14841,"['igreja', 'lute', 'rana']",3,14,7,7,50.0
andradedownloads,14841,"['andrade', 'downloads']",2,16,6,10,37.5
calcadosdejau,14841,"['calc', 'dos', 'deja']",3,13,6,7,46.15
consultoriasp,14839,"['consul', 'tori', 'asp']",3,13,5,8,38.46
desenhandoonline,14838,"['sen', 'hand', 'online']",3,16,7,9,43.75
slovakiatrade,14837,"['slovakia', 'trade']",2,13,6,7,46.15
planetscraper,14835,"['planet', 'scraper']",2,13,4,9,30.77
capemisasocial,14835,"['cape', 'misa', 'social']",3,14,7,7,50.0
lojablackshirt,14835,"['black', 'shirt']",2,14,4,10,28.57
favilla-carvalho,14835,"['villa', 'carvalho']",2,16,6,10,37.5
cmvempreiteira,14835,"['vem', 'pre', 'eira']",3,14,6,8,42.86
fotoarteventos,14835,"['foto', 'art', 'even']",3,14,6,8,42.86
alberoniearruda,14835,"['lber', 'arruda']",2,15,8,7,53.33
fazendasaolucas,14835,"['fazenda', 'sao', 'lucas']",3,15,7,8,46.67
navarrosebelmonte,14835,"['navarro', 'belmonte']",2,17,7,10,41.18
braileclinica,14835,"['bra', 'ile', 'clinic']",3,13,6,7,46.15
marmores-coliseum,14835,"['mar', 'more', 'coliseum']",3,17,7,10,41.18
sundanceimaging,14835,"['sundance', 'imaging']",2,15,6,9,40.0
goldimproducoes,14835,"['gold', 'imp', 'rod', 'coe']",4,15,6,9,40.0
downloadwinapps,14835,"['download', 'win', 'apps']",3,15,5,10,33.33
worldventures,14828,"['world', 'ventures']",2,13,4,9,30.77
bestofsalerno,14827,"['best', 'salerno']",2,13,5,8,38.46
mvsuggestions,14816,['suggestions'],1,13,4,9,30.77
pattayahotels-thailand,14808,"['pattaya', 'hotels', 'thailand']",3,22,8,14,36.36
86pearljewelry,14802,"['pearl', 'jewelry']",2,14,4,10,28.57
topprofitablegate,14790,"['top', 'profitable', 'gate']",3,17,7,10,41.18
hotels-in-dubai,14766,"['hotels', 'dubai']",2,15,6,9,40.0
blogging-riches,14739,"['blogging', 'riches']",2,15,4,11,26.67
garrison-ultra-dev,14736,"['garrison', 'ultra', 'dev']",3,18,6,12,33.33
restaurantwebexperts,14727,"['restaurant', 'web', 'experts']",3,20,7,13,35.0
anudhinamanna,14717,"['hina', 'manna']",2,13,6,7,46.15
verhuisbedrijvenvergelijk,14715,"['ver', 'bed', 'rij', 'ven', 'verge']",5,25,9,16,36.0
schildersvergelijk,14715,"['childers', 'verge']",2,18,5,13,27.78
mercuryserver,14715,"['mercury', 'server']",2,13,4,9,30.77
livegirls-news,14712,"['live', 'girls', 'news']",3,14,4,10,28.57
airportmarine,14706,"['airport', 'marine']",2,13,6,7,46.15
hospitalityclub,14701,"['hospitality', 'club']",2,15,5,10,33.33
top-hotels-cy,14699,"['top', 'hotels']",2,13,3,10,23.08
makingyoulive,14685,"['making', 'you', 'live']",3,13,6,7,46.15
michiganbesthotels,14676,"['michigan', 'best', 'hotels']",3,18,6,12,33.33
glowbyteconsulting,14673,"['glow', 'byte', 'consulting']",3,18,5,13,27.78
superiorceramic,14671,"['superior', 'ceramic']",2,15,7,8,46.67
jobsearchsite,14625,"['job', 'search', 'site']",3,13,5,8,38.46
subjectmatter,14610,"['subject', 'matter']",2,13,4,9,30.77
vatelecomservices,14604,"['telecom', 'services']",2,17,7,10,41.18
stepupheight-increaser,14592,"['step', 'height', 'increase']",3,22,8,14,36.36
whitepatronus,14583,"['white', 'patronus']",2,13,5,8,38.46
rk19-bielefeld-mitte,14580,"['bielefeld', 'mitte']",2,20,6,14,30.0
metaverseworld365,14574,"['meta', 'verse', 'world', '365']",4,17,5,12,29.41
kinglineequipment,14571,"['king', 'line', 'equipment']",3,17,7,10,41.18
effectivecpmcontent,14570,"['effective', 'content']",2,19,6,13,31.58
balkoninventaris,14568,"['balk', 'invent', 'aris']",3,16,6,10,37.5
druckerei-leuchtfeuer,14568,"['rucker', 'leu', 'feuer']",3,21,9,12,42.86
bitcoinekspert,14565,"['bitcoin', 'pert']",2,14,5,9,35.71
restaurantsnapshot,14547,"['restaurant', 'snapshot']",2,18,6,12,33.33
giolbt-domasn,14543,['dom'],1,13,4,9,30.77
liveonlinechat,14532,"['live', 'online', 'chat']",3,14,6,8,42.86
samuelsjewelers,14526,"['samuel', 'jewelers']",2,15,6,9,40.0
legislatiamuncii,14526,"['legis', 'lat', 'iam', 'unc']",4,16,8,8,50.0
telecharger360,14512,"['tele', 'charger', '360']",3,14,4,10,28.57
smarthomeprice,14487,"['smart', 'home', 'price']",3,14,5,9,35.71
website-start,14482,"['website', 'start']",2,13,4,9,30.77
nextappointment,14466,"['next', 'appointment']",2,15,5,10,33.33
blachy-rynny-dachy,14460,"['achy', 'achy']",2,18,2,16,11.11
saintpetersburg-hotels,14457,"['saint', 'petersburg', 'hotels']",3,22,7,15,31.82
bierparadies-altdorf,14424,"['bier', 'para', 'dies', 'altdorf']",4,20,8,12,40.0
toutemonecole,14420,"['ute', 'mon', 'ecole']",3,13,7,6,53.85
krystalclearmoments,14400,"['stal', 'clear', 'moments']",3,19,5,14,26.32
hosting-igrovyh-serverov,14400,"['hosting', 'gro', 'server']",3,24,7,17,29.17
digitalmarket,14383,"['digital', 'market']",2,13,5,8,38.46
instantencore,14378,"['instant', 'encore']",2,13,5,8,38.46
immersivelabs,14378,"['mmer', 'sive', 'labs']",3,13,5,8,38.46
deutsche-sk-sachwert,14376,"['deutsche', 'ach', 'wert']",3,20,5,15,25.0
livegirl-news,14364,"['live', 'girl', 'news']",3,13,4,9,30.77
uuhimalayanqm,14364,['himalayan'],1,13,6,7,46.15
registerlifeskills,14352,"['register', 'life', 'skills']",3,18,6,12,33.33
unibw-hamburg,14346,"['uni', 'hamburg']",2,13,4,9,30.77
zespoly-weselne,14346,"['poly', 'wesel']",2,15,5,10,33.33
topvotedrecipes,14340,"['top', 'voted', 'recipes']",3,15,6,9,40.0
businesscentral,14327,"['business', 'central']",2,15,5,10,33.33
worldsportranking,14326,"['world', 'sport', 'ranking']",3,17,4,13,23.53
greaterantilleshotels,14319,"['greater', 'antilles', 'hotels']",3,21,8,13,38.1
salesbootcamp,14317,"['sales', 'boot', 'camp']",3,13,5,8,38.46
passion-angel,14316,"['passion', 'angel']",2,13,5,8,38.46
containership,14310,"['container', 'ship']",2,13,5,8,38.46
globexdesigns,14304,"['globe', 'designs']",2,13,4,9,30.77
tbilisi-hotels,14293,"['tbilisi', 'hotels']",2,14,5,9,35.71
iteamhomeinspections,14286,"['team', 'home', 'inspections']",3,20,9,11,45.0
commercialrealty,14281,"['commercial', 'realty']",2,16,6,10,37.5
uk-logbook-loans,14274,"['logbook', 'loans']",2,16,6,10,37.5
hotelsofphuket,14265,"['hotels', 'phuket']",2,14,5,9,35.71
somersandassociates,14265,"['somers', 'and', 'associates']",3,19,8,11,42.11
westelsystems,14265,"['west', 'systems']",2,13,3,10,23.08
sexmodel-news,14250,"['sex', 'model', 'news']",3,13,4,9,30.77
covenrtyschools,14244,"['coven', 'schools']",2,15,4,11,26.67
live-sex-facts,14238,"['live', 'sex', 'facts']",3,14,4,10,28.57
hirdavatnalburiyeuzmani,14237,"['irda', 'vat', 'nal', 'buri', 'mani']",5,23,10,13,43.48
entcolleges90,14232,"['ent', 'colleges']",2,13,4,9,30.77
apiture-hosting,14208,"['api', 'ture', 'hosting']",3,15,6,9,40.0
guitarchordsntabs,14194,"['guitar', 'chords', 'tabs']",3,17,5,12,29.41
produktyfinansowe,14182,"['prod', 'fin']",2,17,6,11,35.29
proimageblogs,14181,"['pro', 'image', 'blogs']",3,13,5,8,38.46
hackersacademy,14181,"['hackers', 'academy']",2,14,5,9,35.71
altadefinizione,14178,"['alta', 'def', 'one']",3,15,8,7,53.33
whitelabel-hivebrite,14172,"['white', 'label', 'hive', 'brite']",4,20,8,12,40.0
eastcoastflagpole,14168,"['east', 'coast', 'flagpole']",3,17,7,10,41.18
ikonhospitality,14167,"['ikon', 'hospitality']",2,15,6,9,40.0
engine-trouble-code,14162,"['engine', 'trouble', 'code']",3,19,8,11,42.11
hotdealcourse,14160,"['hot', 'deal', 'course']",3,13,6,7,46.15
ziergefluegel,14157,"['flue', 'gel']",2,13,6,7,46.15
debramurraycooking,14156,"['debra', 'murray', 'cooking']",3,18,7,11,38.89
lustypartnersfinder,14148,"['lusty', 'partners', 'finder']",3,19,5,14,26.32
tenderadultsfinder,14148,"['tender', 'adults', 'finder']",3,18,6,12,33.33
eventraevents,14148,"['event', 'events']",2,13,5,8,38.46
royalsuniversity,14144,"['royals', 'university']",2,16,6,10,37.5
freshcookiesonline,14143,"['fresh', 'cookies', 'online']",3,18,8,10,44.44
achieverclubs,14132,"['achiever', 'clubs']",2,13,5,8,38.46
elreydelcotillon,14130,"['rey', 'del', 'tillon']",3,16,6,10,37.5
beautyandcompany,14124,"['beauty', 'and', 'company']",3,16,6,10,37.5
scarlettcamgirls,14118,"['scarlett', 'cam', 'girls']",3,16,4,12,25.0
chambermaster,14111,"['chamber', 'master']",2,13,4,9,30.77
playa-del-carmen-hotel,14103,"['play', 'del', 'carmen', 'hotel']",4,22,7,15,31.82
worldprintech,14099,"['world', 'print', 'ech']",3,13,3,10,23.08
howlandlondon,14096,"['howland', 'london']",2,13,4,9,30.77
szhengbowjpem,14082,"['zheng', 'bow']",2,13,3,10,23.08
astrodatabase,14082,"['astro', 'database']",2,13,6,7,46.15
1-hostingservice,14081,"['hosting', 'service']",2,16,5,11,31.25
mortgagewebcenter,14079,"['mortgage', 'web', 'center']",3,17,6,11,35.29
carolanns-cafe,14076,"['carol', 'ann', 'cafe']",3,14,5,9,35.71
allhotelsinmissouri,14073,"['all', 'hotels', 'missouri']",3,19,8,11,42.11
mighty-pixels,14073,"['mighty', 'pixels']",2,13,3,10,23.08
psdtohtmlhint,14071,"['html', 'hint']",2,13,2,11,15.38
acsitefactory,14067,"['site', 'factory']",2,13,5,8,38.46
10healthyvibes,14064,"['healthy', 'vibes']",2,14,4,10,28.57
guatemalawater,14059,"['guatemala', 'water']",2,14,7,7,50.0
planetary-networks,14048,"['planetary', 'networks']",2,18,5,13,27.78
hanoihotels-online,14040,"['hanoi', 'hotels', 'online']",3,18,8,10,44.44
bestrevenuenetwork,14040,"['best', 'revenue', 'network']",3,18,7,11,38.89
tgpoolservices,14026,"['pool', 'services']",2,14,5,9,35.71
backlinkbooster,14025,"['backlink', 'booster']",2,15,5,10,33.33
eastcoastbanner,14022,"['east', 'coast', 'banner']",3,15,6,9,40.0
chiangmaihotelspage,14019,"['chiang', 'mai', 'hotels', 'page']",4,19,8,11,42.11
midi-pyrenees-hotels,14019,"['midi', 'pyrenees', 'hotels']",3,20,7,13,35.0
marrakesh-great-hotels,14016,"['marrakesh', 'great', 'hotels']",3,22,7,15,31.82
excursionesdiattagambia,14015,"['excursion', 'atta', 'gambia']",3,23,11,12,47.83
laurenkeskinel,14013,"['lauren', 'skin']",2,14,6,8,42.86
suzhouyehuaqi,14012,"['zhou', 'hua']",2,13,7,6,53.85
bangshunsuits,14008,"['bang', 'shun', 'suits']",3,13,4,9,30.77
firestickremote,14007,"['fire', 'stick', 'remote']",3,15,6,9,40.0
wxzhongqimoju,14004,"['zhong', 'moj']",2,13,4,9,30.77
wwwxingaicanting,14001,"['www', 'xing', 'canting']",3,16,5,11,31.25
gc-webhosting,13992,"['web', 'hosting']",2,13,3,10,23.08
carbon-climate,13989,"['carbon', 'climate']",2,14,5,9,35.71
bergen-scottish,13980,"['bergen', 'scottish']",2,15,4,11,26.67
nanbeitomfycdn,13965,"['nan', 'omf']",2,14,4,10,28.57
hotels-in-shenzhen,13962,"['hotels', 'shenzhen']",2,18,5,13,27.78
cryptocurrencywebsites,13960,"['crypto', 'currency', 'websites']",3,22,6,16,27.27
futuraplanete,13957,"['tura', 'planet']",2,13,6,7,46.15
emailcharmingcharlie,13956,"['email', 'charming', 'charlie']",3,20,8,12,40.0
pensacolacoffee,13956,"['pensacola', 'coffee']",2,15,7,8,46.67
pneumatici100,13953,"['pneumatic', '100']",2,13,5,8,38.46
lauraestanford,13943,"['laura', 'stanford']",2,14,6,8,42.86
neumaticos100,13935,"['neum', 'tico', '100']",3,13,5,8,38.46
theteamserver,13928,"['the', 'team', 'server']",3,13,5,8,38.46
childrenscolorado,13918,"['childrens', 'colorado']",2,17,6,11,35.29
spravka-region,13911,"['spr', 'vka', 'region']",3,14,5,9,35.71
flexwebhosting,13906,"['flex', 'web', 'hosting']",3,14,4,10,28.57
mon-demenagement,13903,"['mon', 'menage', 'ment']",3,16,6,10,37.5
hawaii-all-hotels,13890,"['hawaii', 'all', 'hotels']",3,17,7,10,41.18
new-york-hotels-ny,13866,"['new', 'york', 'hotels']",3,18,4,14,22.22
parker-design,13863,"['parker', 'design']",2,13,4,9,30.77
fonciernonbati,13863,"['fon', 'cie', 'bati']",3,14,6,8,42.86
california100,13863,"['california', '100']",2,13,5,8,38.46
sanmarco-sochi,13860,"['san', 'marco', 'sochi']",3,14,5,9,35.71
youandnoother,13857,"['you', 'and', 'other']",3,13,6,7,46.15
smarteventscloud,13853,"['smart', 'events', 'cloud']",3,16,5,11,31.25
barstoolssite,13851,"['bars', 'tools', 'site']",3,13,5,8,38.46
florencehotelitaly,13850,"['florence', 'hotel', 'italy']",3,18,7,11,38.89
tilegroup-inc,13845,"['tile', 'group', 'inc']",3,13,5,8,38.46
bioskinclinic,13838,"['bio', 'skin', 'clinic']",3,13,5,8,38.46
trialnetworks,13828,"['trial', 'networks']",2,13,4,9,30.77
realwebsitesite,13825,"['real', 'website', 'site']",3,15,7,8,46.67
hotelsmarrakech,13812,"['hotels', 'marrakech']",2,15,5,10,33.33
